Número;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Código no fornecedor;Nome;Marca;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Nome;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja
212890;1;05/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;114,2;114,2;EOV - Wake;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212890;1;05/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Acrílica em Pó - Balde 4KG;MA0400104B;1;153,26;153,26;EOV - Wake;MA0400104B;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212891;1;05/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco Cogumelo Abaulada de 8cm Grão 16 Cupins de Aço;DCA00816;1;159;159;EOV - Wake;186;CUPINS DE ACO FERRAMENTAS UNIVERSAIS LTDA;CUPINS DE AÇO;;;;;;;;;;;;;;;;;;;;;;;
212891;1;05/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit Boina de Polimento Fléxivel 8cm + Lixas, EVA e Couro - Cupins de Aço;BPF008;1;119;119;EOV - Wake;;CUPINS DE ACO FERRAMENTAS UNIVERSAIS LTDA;CUPINS DE AÇO;;;;;;;;;;;;;;;;;;;;;;;
212902;1;05/06/2026 16:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212902;1;05/06/2026 16:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rolo para Pintura 6MM x 9CM c/ Cabo Castor;C139;1;11;11;EOV - Wake;139;CASTOR FERRAMENTAS PARA PINTURA LTDA;CASTOR;;;;;;;;;;;;;;;;;;;;;;;
212903;1;05/06/2026 16:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Desmolde Fácil 500ML;DEF00000005;1;69,9;69,9;Eov Shopee 2026;DEF00000005;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
212904;1;05/06/2026 16:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;Comercial Interno;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212901;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Primer Promotor de Aderência 4KG Cinza Claro;TPG0440404;1;97,47;97,47;Comercial Interno;TPG0440404;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212901;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone 25KG Cinza Andorinha;GN0448925;1;714,78;714,78;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212897;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Alta Espessura C/ Endurecedor A 1KG;PA100001;1;237,5;237,5;Comercial Interno;PA0100001;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
212897;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Alta Espessura C/ Endurecedor B 340G;PA00000340;1;52,72;52,73;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
212897;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Primer Universal 1KG Gelo;LP0400210;1;109,64;109,64;Comercial Interno;LP0400210;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212897;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Branco;UG04001050;1;11,91;11,91;Comercial Interno;UG04001050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212898;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Saco de Pedras Hold Stone Carpet Micro Seixos Rio Prata 15KG Tamanho:2 a 5mm;LTHC025;30;40,12;1.203,48;EOV - Wake;-;-;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212898;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 5L;HSP01000005;1;1.278,74;1.278,74;EOV - Wake;HSP01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
212900;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Impermeabilizante Protelha Plus 18L Cerâmica Telha;PRO0031718;1;743,7;743,7;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;UMA TINTA;;;;;;;;;;;;;;;;;;;;;;;
212895;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Revestimento Concreto Aparente 20KG;RCA010020;1;592,79;592,79;EOV - Mercado Livre;RCA010020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212896;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Piso Liquido Cimentício Autonivelante 20KG Off White;LA0441020;1;200,64;200,64;EOV - Wake;LA0440020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212896;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;114,2;114,2;EOV - Wake;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212893;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Resina 900ML Brilhante;LR0100009;1;106,72;106,72;EOV - Wake;LR0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212893;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone 25KG Off White;GN0405325;1;660;660;EOV - Wake;GN0405325;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212893;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Primer Promotor de Aderência 4KG Off White;TPG0400104;1;89,99;89,99;EOV - Wake;TPG0400104;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212893;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Resina 900ML Brilhante;LR0100009;1;106,72;106,72;EOV - Wake;LR0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212894;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Fina Seca Parede 20KG Branco;PM0400120;2;376,2;752,4;EOV - Wake;PM0400120;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212892;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Fina Seca Parede 20KG Branco;PM0400120;1;376,2;376,2;EOV - Wake;PM0400120;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212892;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Fosca;SR0400036;1;353,24;353,24;EOV - Wake;SR0400036;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212892;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Elástica Smart Color Fosco 3,6L Gelo;SR0400236;1;372,44;372,44;EOV - Wake;SR0400236;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212892;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 1L;SC0000001;1;627;627;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
212899;1;05/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Elástica Smart Color Fosco 18L Pêssego;SR0450618;1;1.192,82;1.192,82;EOV - Wake;SR0450618;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
129557;2;05/06/2026 17:08;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor De Aderencia Grannistone 4kg;TPG0400804;1;136,8;136,8;EOV - Mercado Livre;TPG0400804;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
129559;2;05/06/2026 17:23;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml Cinza Medio;EMF044309;1;73,27;73,27;EOV - Mercado Livre;EMF044309;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
129561;2;05/06/2026 17:39;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor De Aderencia Grannistone 4kg;LTPGR012;1;126,8;126,8;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129563;2;05/06/2026 18:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129565;2;05/06/2026 18:53;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Atoxico Baixa Espessura - Wood Wood;PLWW1480;1;299,9;299,9;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
129569;2;05/06/2026 19:51;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129571;2;05/06/2026 19:58;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml Cinza Medio;EMF044309;1;62,28;62,28;EOV - Mercado Livre;EMF044309;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
129573;2;05/06/2026 20:04;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Adesivo de Reparo para Pisos Elastment - SOS Piso 1KG;SOSP001;1;591,2;591,2;EOV - Mercado Livre;;-;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
129575;2;05/06/2026 20:06;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129577;2;05/06/2026 20:08;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer para Gravacoes a Laser TF700 Black 150ML Transfix;TF700010150;1;60,57;60,57;EOV - Mercado Livre;TF700010150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
129577;2;05/06/2026 20:08;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tf Clean Limpador De Superficie Transfer Laser Transfix;TFC000200;1;60,57;60,57;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129579;2;05/06/2026 20:24;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml;EMF044409;1;62,28;62,28;EOV - Mercado Livre;EMF044409;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
129581;2;05/06/2026 20:27;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Privada Encardida Sem Esforco Wdc 1lt;IL0100003;1;150;150;EOV - Mercado Livre;IL0100001;IVA QUIMICA DO BRASIL LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;
129583;2;05/06/2026 22:04;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Privada Encardida Sem Esforco Wdc 1lt;IL0100003;1;150;150;EOV - Mercado Livre;IL0100001;IVA QUIMICA DO BRASIL LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;
129585;2;05/06/2026 22:14;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129591;2;05/06/2026 22:28;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Acrilica Em Po Drylevis 4kg;MA040014;1;202,29;202,29;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129593;2;05/06/2026 22:39;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Concreto Estrutural Industrial Cura Rapida Concre Fast 4kg;COF0400804;1;114,28;114,28;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
129661;2;06/06/2026 00:57;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Silicone Alta Vedacao Trincas Fissuras Dw240 420g;SE2400142;1;142,34;142,34;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
129683;2;06/06/2026 01:14;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;1;390,04;390,04;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
129821;2;06/06/2026 07:42;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Adesiva Ac 6000 Para Espuma Mdf Gesso Pro Fixx 400g;AC6000400;1;85;85;EOV - Mercado Livre;AC6000400;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
129825;2;06/06/2026 07:46;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
129833;2;06/06/2026 08:10;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Atoxico Baixa Espessura - Wood Wood;PLWW1480;1;299,9;299,9;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
212905;1;06/06/2026 08:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;
212906;1;06/06/2026 08:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Piso Liquido Cimentício Autonivelante 20KG Cinza;LA0440020;1;325,65;325,65;EOV - Mercado Livre;LA0440020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212907;1;06/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Piso Liquido Cimentício Autonivelante 20KG Cinza;LA0440020;1;325,65;325,65;EOV - Mercado Livre;LA0440020;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212910;1;06/06/2026 08:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Smart Cimento em Pó - Saco 20KG Branco;ESC0040120;1;243,31;243,31;EOV - Mercado Livre;ESC0040120;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
212911;1;06/06/2026 08:29;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento Autonivelante Nivela+ 20KG Cinza;AN0440020;1;324,49;324,49;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
212912;1;06/06/2026 08:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;
212913;1;06/06/2026 08:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;
212914;1;06/06/2026 08:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;
212908;1;06/06/2026 08:35;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
129841;2;06/06/2026 08:40;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina Epoxi Monocomponente Para Doming 100g - Transfix Incolor;PM0000101;1;70,49;70,49;EOV - Mercado Livre;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
212916;1;06/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Branco;SE2400142;1;84,1;84,1;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
212916;1;06/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Bico Injetor Veipar;VBI00001;1;69,3;69,3;EOV - Mercado Livre;03/jan;VEIPAR LTDA;VEIPAR;;;;;;;;;;;;;;;;;;;;;;;
212916;1;06/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Aplicador de Silicone 9 Polegadas Sparta;8863655;1;25,7;25,7;EOV - Mercado Livre;89145532;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;
212917;1;06/06/2026 08:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
212918;1;06/06/2026 08:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Drymanta G60 5M x 16 CM;DM011605;5;57,98;289,9;EOV - Mercado Livre;DM011605;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
212919;1;06/06/2026 08:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 5L;HSP01000005;2;1.533,33;3.066,66;EOV - Mercado Livre;HSP01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
212920;1;06/06/2026 08:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
212921;1;06/06/2026 08:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador de Cortina de Vidros e Placas Solares Fullvit 1L IvaClean;IFUV0001;1;92,72;92,72;EOV - Mercado Livre;96932;Z S FABRICANTE DE PRODUTOS DE LIMPEZA LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;
212922;1;06/06/2026 08:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;2;150,46;300,92;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
212923;1;06/06/2026 08:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removedor de Colas e Adesivos Xô Cola 500ML - Cristal;CXC00005;1;122,25;122,25;EOV - Mercado Livre;CXC00005;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
212924;1;06/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 4KG Cinza Andorinha - Cristal;CNF0100004;1;1.033,57;1.033,57;EOV - Mercado Livre;CNF0100004;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
212925;1;06/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Fosca;SR0400036;1;470,97;470,97;EOV - Mercado Livre;SR0400036;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212926;1;06/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
212927;1;06/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
212928;1;06/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
212929;1;06/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Semi Brilho;SR0100036;2;321,75;643,5;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
212930;1;06/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 100G;WD00000100;1;48,25;48,25;EOV - Mercado Livre;WD00000100;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
212931;1;06/06/2026 08:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;2;37,4;74,79;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
212932;1;06/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rejunte Acrílico 420G Preto - Pulo do Gato;PRA0400420;1;27,48;27,48;EOV - Mercado Livre;PRA0400420;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
212933;1;06/06/2026 09:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rejunte Acrílico 420G Branco - Pulo do Gato;PRA0430420;1;27,48;27,48;EOV - Mercado Livre;PRA0430420;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
212934;1;06/06/2026 09:00;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Primer Promotor de Aderência 4KG Off White;TPG0400104;2;126,8;253,6;EOV - Mercado Livre;TPG0400104;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
212935;1;06/06/2026 09:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Saco para Gelo Bompack Descartável - 1 Caixa c/ 8 sacos de 192 cubos;SG192008;3;12,2;36,6;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Bompack;;;;;;;;;;;;;;;;;;;;;;;
212936;1;06/06/2026 09:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Acqua Shine Componente A 250G;AS01000250;3;183,34;550,01;EOV - Mercado Livre;AS01000250;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
